global_idx,confidence,rrs,threshold
5634,0.9999983211686728,0.5773941411760081,0.6309866797715723
5637,0.9999983224734008,0.5773941417631356,0.6309866797715723
5648,0.9999869575608591,0.5955685707094934,0.6309866797715723
5656,9.958035367274405e-05,-0.0003142177024323923,0.6309866797715723
5658,0.9999999873333338,0.6580351221833063,0.6309866797715723
5670,0.9931915196343296,0.6669751277401346,0.6309866797715723
5673,0.999915408092125,0.6002887136069759,0.6309866797715723
5681,0.999629419912411,0.6206712468919445,0.6309866797715723
5683,0.9999855854042968,0.5812823249828462,0.6309866797715723
5706,0.9996777757171369,0.6206930070040712,0.6309866797715723
5714,0.9999398663169523,0.6160886287202793,0.6309866797715723
5761,0.9997642476238808,0.638220306880229,0.6309866797715723
5763,0.9999983250980207,0.5773941429442145,0.6309866797715723
5769,0.9996858023095687,0.6297231596141863,0.6309866797715723
5776,0.9999151129984744,0.6002885808148332,0.6309866797715723
5824,0.9999861949837334,0.5862560274065186,0.6309866797715723
5829,0.999985584056588,0.6198967947351773,0.6309866797715723
5849,0.999710924925908,0.6381963116661412,0.6309866797715723
5879,0.9999861939000937,0.5862560269188808,0.6309866797715723
5884,0.9997188409946219,0.5859306411604154,0.6309866797715723
5886,0.9997470339223804,0.6382125607145538,0.6309866797715723
5889,0.9902218113786263,0.5960241109870162,0.6309866797715723
5896,0.9997417901821698,0.6382102010314591,0.6309866797715723
5898,0.9999363336703755,0.6160870390293197,0.6309866797715723
5912,0.99991536381527,0.6002886936823911,0.6309866797715723
5944,0.9999983222803948,0.5773941416762829,0.6309866797715723
5967,0.9997591537152498,0.6382180146213451,0.6309866797715723
5984,0.9999754570291572,0.6198922375728335,0.6309866797715723
5985,0.025950024910194446,-0.03073841188034741,0.6309866797715723
5994,0.00022588398620703416,-0.0006473591779944655,0.6309866797715723
6036,0.9999154127869297,0.600288715719638,0.6331567679041693
6046,0.999935483301891,0.6160866563635018,0.6331567679041693
6097,0.9999154123496891,0.6002887155228798,0.6331567679041693
6127,0.9999861895934842,0.5862560249809065,0.6331567679041693
6129,0.999939827787051,0.6160886113818237,0.6331567679041693
6142,0.9997370062716984,0.6382080482717469,0.6331567679041693
6150,0.9999861915606997,0.5862560258661534,0.6331567679041693
6170,0.9999861916013767,0.5927434788384708,0.6331567679041693
6175,0.999753647281187,0.6382155367260168,0.6331567679041693
6191,0.9999861952355106,0.5862560275198184,0.6331567679041693
6197,0.9996271691533262,0.6206702340503564,0.6331567679041693
6218,0.527415864757741,-0.004494172512169364,0.6331567679041693
6237,0.9996297589179894,0.6206713994444549,0.6331567679041693
6257,0.9999154059603191,0.6002887126476633,0.6331567679041693
6285,0.032772594022109316,-0.036075704401658394,0.6331567679041693
6307,0.9999983636058233,0.5689157255931053,0.6331567679041693
6346,0.9999999873333338,0.6580351221833063,0.6331567679041693
6358,0.9999178235438234,0.6154350698501202,0.6331567679041693
6362,0.9999999873333338,0.6580351221833063,0.6331567679041693
6415,0.9999983204813854,0.5773941408667287,0.6331567679041693
6417,0.999939872172005,0.616088631355053,0.6331567679041693
6465,0.9999861818976795,0.5955682216610626,0.6331567679041693
6466,0.9997633108148528,0.6382198853161664,0.6331567679041693
6477,0.9999148428965572,0.6002884592689705,0.6331567679041693
6515,0.9988401028428584,0.6378044417287689,0.6331567679041693
6516,0.999984877498764,0.5955676346815505,0.6331567679041693
6522,0.9999089507042804,0.6202624313784325,0.6331567679041693
