global_idx,k,p0,drop_shap,drop_random
28898,2,0.9999935713998871,0.3055782334489896,4.713303726644469e-06
28898,3,0.9999935713998871,0.6879736071403102,0.29174230181355465
28898,4,0.9999935713998871,0.9999728563524078,0.29181130363271013
28898,5,0.9999935713998871,0.999506560597703,0.2918705087860951
28898,6,0.9999935713998871,0.9995052306922491,0.269133058748529
31365,1,0.997425076279718,0.9939289813100342,0.014575678630272648
31365,2,0.997425076279718,0.9972357542173895,0.014577512936335135
31365,3,0.997425076279718,0.9629154425099393,0.01456673144470333
31365,4,0.997425076279718,0.751955020106785,0.014561788577097445
31365,5,0.997425076279718,0.751817838828526,0.011961556754529812
31365,6,0.997425076279718,0.9571900831398625,0.011975074800024244
33863,1,0.9999999986089425,0.0042697190496802095,0.0
33863,2,0.9999999986089425,0.9999843741248644,-4.494122851639304e-10
33863,3,0.9999999986089425,0.9999843775151186,-4.4865089421364246e-10
33863,4,0.9999999986089425,0.9954138139027495,-4.4870662740947864e-10
33863,5,0.9999999986089425,0.9954138139027495,7.920243016990014e-09
33863,6,0.9999999986089425,0.9964157898318391,7.928689815805967e-09
39273,1,0.9999795642037336,0.20621307902774744,0.0
39273,2,0.9999795642037336,0.9999349390884431,1.1737750771345645e-09
39273,3,0.9999795642037336,0.9999604707120009,3.500119821753245e-07
39273,4,0.9999795642037336,0.9999604720396602,3.500119821753245e-07
39273,5,0.9999795642037336,0.9996607454759772,3.6070824516176714e-07
39273,6,0.9999795642037336,0.9996607454759772,2.8194714197793402e-06
29477,1,0.9999999999711895,0.17017919923532954,0.17017919923532954
29477,2,0.9999999999711895,0.9999977411445508,0.17022389358661927
29477,3,0.9999999999711895,0.966153805115497,0.17022792300584555
29477,4,0.9999999999711895,0.9801153183837356,0.16921679099338105
29477,5,0.9999999999711895,0.9711119864184703,0.1691407093693138
29477,6,0.9999999999711895,0.9710864538140426,0.169125171913156
27784,1,0.9999801039981792,0.19871256414648908,0.19871256414648908
27784,2,0.9999801039981792,0.9999318881549502,0.19992085563045803
27784,3,0.9999801039981792,0.9999598815673293,0.19992085563045803
27784,4,0.9999801039981792,0.9999598830703199,0.18559476115498696
27784,5,0.9999801039981792,0.9999598830703199,0.1845316223577479
27784,6,0.9999801039981792,0.9996355287059834,0.1736395382200291
6790,1,0.9999931468348788,0.2017426395675025,-6.397634644272898e-10
6790,2,0.9999931468348788,0.7166098537777961,1.1981867897858933e-07
6790,3,0.9999931468348788,0.9999416709243998,9.309866078055506e-08
6790,4,0.9999931468348788,0.9999713967052201,0.19665335724174238
6790,5,0.9999931468348788,0.9995232498599942,0.1979142920430058
6790,6,0.9999931468348788,0.9995219507950868,0.196415343840734
28692,1,0.9999988620363958,0.7389734644866919,-5.034773675749449e-08
28692,2,0.9999988620363958,0.9999480840145912,2.139914342391691e-07
28692,3,0.9999988620363958,0.9999776131103918,0.7252486158122153
